timestamp,source_address,destination_address,satoshi
1241240541,1HDkMeyNoDg2zuDBcDAhgaHXnvjgjMoj1Y,1KmbtLXBkD7qDM1ksc7sEa7WfsdHwkFtWH,3000000
1241240541,1HDkMeyNoDg2zuDBcDAhgaHXnvjgjMoj1Y,1HDkMeyNoDg2zuDBcDAhgaHXnvjgjMoj1Y,4994000000
1241290909,1HFdgy5steTwcyv6aJ1TN9tFPU4qHAidLN,1EWbQNeNNiZcZyJcfQ6CQbnptHiU9pvVYr,69850000000
1241290909,1HFdgy5steTwcyv6aJ1TN9tFPU4qHAidLN,1HFdgy5steTwcyv6aJ1TN9tFPU4qHAidLN,144000000
1241290909,1NG8CopmVXEfH8VM9J5X7a4yMSozVxuYyB,1EWbQNeNNiZcZyJcfQ6CQbnptHiU9pvVYr,69850000000
1241290909,1NG8CopmVXEfH8VM9J5X7a4yMSozVxuYyB,1HFdgy5steTwcyv6aJ1TN9tFPU4qHAidLN,144000000
1241290909,1MmN2VQHb1o9BoGbPJRAV1zkagPchh8znh,1EWbQNeNNiZcZyJcfQ6CQbnptHiU9pvVYr,69850000000
1241290909,1MmN2VQHb1o9BoGbPJRAV1zkagPchh8znh,1HFdgy5steTwcyv6aJ1TN9tFPU4qHAidLN,144000000
1241290909,1LeD7Kbaw9S6uDkeFcuag7XDA2PMpr8gG7,1EWbQNeNNiZcZyJcfQ6CQbnptHiU9pvVYr,69850000000
1241290909,1LeD7Kbaw9S6uDkeFcuag7XDA2PMpr8gG7,1HFdgy5steTwcyv6aJ1TN9tFPU4qHAidLN,144000000
1241290909,1PR7HHm3B1YA4mUS2uoaDGMLUXSRFNVe7P,1EWbQNeNNiZcZyJcfQ6CQbnptHiU9pvVYr,69850000000
1241290909,1PR7HHm3B1YA4mUS2uoaDGMLUXSRFNVe7P,1HFdgy5steTwcyv6aJ1TN9tFPU4qHAidLN,144000000
1241290909,1HDkMeyNoDg2zuDBcDAhgaHXnvjgjMoj1Y,1EWbQNeNNiZcZyJcfQ6CQbnptHiU9pvVYr,69850000000
1241290909,1HDkMeyNoDg2zuDBcDAhgaHXnvjgjMoj1Y,1HFdgy5steTwcyv6aJ1TN9tFPU4qHAidLN,144000000
1241290909,1L8Z2tLULM3i9fC5Xr3e1REQgSXEw6s2JE,1EWbQNeNNiZcZyJcfQ6CQbnptHiU9pvVYr,69850000000
1241290909,1L8Z2tLULM3i9fC5Xr3e1REQgSXEw6s2JE,1HFdgy5steTwcyv6aJ1TN9tFPU4qHAidLN,144000000
1241290909,1889q5k9CW5n7XQL3EaVtgGEAbBK3aYgjS,1EWbQNeNNiZcZyJcfQ6CQbnptHiU9pvVYr,69850000000
1241290909,1889q5k9CW5n7XQL3EaVtgGEAbBK3aYgjS,1HFdgy5steTwcyv6aJ1TN9tFPU4qHAidLN,144000000
1241290909,13CXwP3Ummjm5ELbPTcHd6KSB4mJdMgcyN,1EWbQNeNNiZcZyJcfQ6CQbnptHiU9pvVYr,69850000000
1241290909,13CXwP3Ummjm5ELbPTcHd6KSB4mJdMgcyN,1HFdgy5steTwcyv6aJ1TN9tFPU4qHAidLN,144000000
1241290909,1Ms4aXBHc3wpBXSUeeGB6Vohvh5LaQxQ3x,1EWbQNeNNiZcZyJcfQ6CQbnptHiU9pvVYr,69850000000
1241290909,1Ms4aXBHc3wpBXSUeeGB6Vohvh5LaQxQ3x,1HFdgy5steTwcyv6aJ1TN9tFPU4qHAidLN,144000000
1241290909,19VWqhcYVjPrUNVq21vMuUdeGgs6Q75S1S,1EWbQNeNNiZcZyJcfQ6CQbnptHiU9pvVYr,69850000000
1241290909,19VWqhcYVjPrUNVq21vMuUdeGgs6Q75S1S,1HFdgy5steTwcyv6aJ1TN9tFPU4qHAidLN,144000000
1241290909,1C9U9dFgLDMVFoiE6NEictNjCk44X6uJX7,1EWbQNeNNiZcZyJcfQ6CQbnptHiU9pvVYr,69850000000
1241290909,1C9U9dFgLDMVFoiE6NEictNjCk44X6uJX7,1HFdgy5steTwcyv6aJ1TN9tFPU4qHAidLN,144000000
1241290909,13mpcjvzR4g4enTUYuw6LRb51UgF9P21Ut,1EWbQNeNNiZcZyJcfQ6CQbnptHiU9pvVYr,69850000000
1241290909,13mpcjvzR4g4enTUYuw6LRb51UgF9P21Ut,1HFdgy5steTwcyv6aJ1TN9tFPU4qHAidLN,144000000
1241290909,12YUrtDqLMCtSnTzx3Bejd8Jjz3hERGPEV,1EWbQNeNNiZcZyJcfQ6CQbnptHiU9pvVYr,69850000000
1241290909,12YUrtDqLMCtSnTzx3Bejd8Jjz3hERGPEV,1HFdgy5steTwcyv6aJ1TN9tFPU4qHAidLN,144000000
1241384926,1M2uVSbEGVVkxouDH3qdJsrRrbctpVo1Rx,17sbu8Z9FG9PoyqrgTdQzR8yg3SW8U7Hfv,1500000000
1241384926,1M2uVSbEGVVkxouDH3qdJsrRrbctpVo1Rx,1M2uVSbEGVVkxouDH3qdJsrRrbctpVo1Rx,3500000000
1241386901,1M2uVSbEGVVkxouDH3qdJsrRrbctpVo1Rx,12hPHVEb2W5ppJ43i2Mx8SkqebxcSt2Huj,1000000000
1241386901,1M2uVSbEGVVkxouDH3qdJsrRrbctpVo1Rx,1M2uVSbEGVVkxouDH3qdJsrRrbctpVo1Rx,2500000000
1241386901,17sbu8Z9FG9PoyqrgTdQzR8yg3SW8U7Hfv,1As5cFDjhfNmqCw7EQVDF7KBYNKpGeSrnf,2500000000
1241386901,12hPHVEb2W5ppJ43i2Mx8SkqebxcSt2Huj,1As5cFDjhfNmqCw7EQVDF7KBYNKpGeSrnf,2500000000
1241478284,1G9FSzE6mM9wkuYVEPxnwgWkvyG4xq6pFo,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv,150000000000
1241478284,16zXGHaAU92urbc45PaW3rypKWTKZQy916,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv,150000000000
1241478284,19tSHUyzTzBhLbah8rBajNFntUQuHztFqV,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv,150000000000
